run_number,timestamp,run_type,target_type,comment,deadtime_fraction,total_events,run_time_seconds,beam_energy_MeV,beam_current_uA,momentum_RHRS_MeV,momentum_LHRS_MeV
4962,2019-03-16T22:13:01,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09382,8811166,2711.58,2137.66,53.3453,1000.00,0.00
4961,2019-03-16T21:26:27,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00739,7964019,2223.72,2137.44,54.1261,1000.00,0.00
4960,2019-03-16T20:47:56,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09310,8285591,2562.00,2137.49,53.0023,1000.00,0.00
4959,2019-03-16T20:04:09,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00941,8048557,2139.12,2137.48,53.3784,1000.00,0.00
4958,2019-03-16T19:27:25,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09357,8015264,2516.70,2138.14,0.0560676,1000.00,0.00
4957,2019-03-16T18:44:28,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07670,8972987,3372.72,2137.42,53.6381,1000.00,0.00
4956,2019-03-16T17:47:10,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.08482,9163279,3122.52,2137.47,53.4975,1000.00,0.00
4955,2019-03-16T16:54:06,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09919,7841713,2296.02,2137.43,53.0414,1000.00,0.00
4954,2019-03-16T16:14:13,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09308,8097964,2545.98,2137.48,54.0154,1000.00,0.00
4953,2019-03-16T15:30:35,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00063,13362349,3843.00,2137.57,53.3237,1000.00,0.00
4952,2019-03-16T14:24:56,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00637,9082855,2484.84,2137.47,53.1772,1000.00,0.00
4951,2019-03-16T13:42:40,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07907,9217426,3365.04,2137.43,53.7121,1000.00,0.00
4950,2019-03-16T12:45:33,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09943,9406955,2769.42,2137.35,53.4874,1000.00,0.00
4949,2019-03-16T11:58:08,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09296,8971407,2889.36,2137.48,53.3106,1000.00,0.00
4949,2019-03-16T11:56:31,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09296,8971407,2799.36,2137.49,53.8211,1000.00,0.00
4948,2019-03-16T11:08:47,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00303,8455110,2371.62,2137.46,53.6783,1000.00,0.00
4947,2019-03-16T10:27:54,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00542,8921468,2445.66,2137.59,53.0774,1000.00,0.00
4946,2019-03-16T09:46:02,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00836,8390351,2260.92,2137.48,53.2086,1000.00,0.00
4945,2019-03-16T09:06:57,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09354,8026446,2483.82,2137.43,53.554,1000.00,0.00
4944,2019-03-16T08:24:33,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.05828,8241767,4141.68,2137.67,53.6104,1000.00,0.00
4944,2019-03-16T08:22:56,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.05828,8241767,4055.76,2137.7,52.813,1000.00,0.00
4943,2019-03-16T07:09:44,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.08056,7025131,3315.78,2138.14,0.0552276,1000.00,0.00
4942,2019-03-16T06:13:20,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07132,8113532,3259.80,2137.43,54.0912,1000.00,0.00
4941,2019-03-16T05:18:04,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.08500,8132881,2751.60,2137.42,53.8702,1000.00,0.00
4940,2019-03-16T04:31:06,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09725,8852429,2632.38,2137.42,53.2497,1000.00,0.00
4939,2019-03-16T03:46:16,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00585,8308602,2274.78,2137.43,53.0339,1000.00,0.00
4938,2019-03-16T03:07:21,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00453,8126727,2251.56,2137.41,52.4657,1000.00,0.00
4937,2019-03-16T02:28:53,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00091,8142523,2322.36,2137.45,52.26,1000.00,0.00
4936,2019-03-16T01:49:08,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09586,8299652,2497.98,2137.45,52.335,1000.00,0.00
4935,2019-03-16T01:06:26,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00447,8124569,2253.36,2137.47,52.0385,1000.00,0.00
4934,2019-03-16T00:27:40,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00759,8072353,2188.20,2137.45,52.258,1000.00,0.00
4933,2019-03-15T23:50:09,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.01219,8239180,2148.36,2137.48,52.1542,1000.00,0.00
4932,2019-03-15T23:13:30,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07394,8123697,3160.86,2137.47,52.1091,1000.00,0.00
4931,2019-03-15T22:19:50,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09293,9544723,2980.74,2137.43,52.637,1000.00,0.00
4930,2019-03-15T21:29:11,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00369,8532515,2424.78,2137.52,52.5185,1000.00,0.00
4929,2019-03-15T20:47:41,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.08778,8695886,2870.22,2138.14,0.0545358,1000.00,0.00
4928,2019-03-15T19:59:00,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00769,8008967,2168.10,2137.47,52.5529,1000.00,0.00
4927,2019-03-15T19:20:47,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00635,8738254,2396.82,2137.45,52.2987,1000.00,0.00
4926,2019-03-15T18:39:52,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.09171,8129213,2568.78,2137.42,52.5758,1000.00,0.00
4925,2019-03-15T17:56:05,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00863,8109415,2182.50,2137.45,51.378,1000.00,0.00
4924,2019-03-15T17:18:50,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.00168,8020872,2303.70,2137.44,52.1267,1000.00,0.00
4923,2019-03-15T16:39:44,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.03851,3156053,2493.36,2137.64,1.50433,1000.00,0.00
4922,2019-03-15T15:56:06,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.05143,2242698,1259.82,2137.46,45.1743,1000.00,0.00
4921,2019-03-15T15:33:55,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06791,6235176,2637.72,2137.44,44.7516,1000.00,0.00
4920,2019-03-15T14:48:53,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.08261,3220354,1117.62,2137.43,51.8974,1000.00,0.00
4919,2019-03-15T14:28:58,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07044,6211707,2554.80,2137.5,45.0713,1000.00,0.00
4918,2019-03-15T13:45:06,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06280,6213285,2841.96,2137.47,44.9925,1000.00,0.00
4917,2019-03-15T12:37:01,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07985,2703794,1075.98,2138.14,0.0544749,1000.00,0.00
4916,2019-03-15T12:11:49,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06912,4930818,2390.64,2138.14,0.0545808,1000.00,0.00
4915,2019-03-15T11:31:23,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07548,5397173,2113.80,2137.56,44.8394,1000.00,0.00
4914,2019-03-15T10:45:50,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06335,4509136,2713.26,2138.14,0.0544488,1000.00,0.00
4913,2019-03-15T09:59:14,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06660,6040464,2613.12,2137.43,44.8924,1000.00,0.00
4912,2019-03-15T09:14:21,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07906,6076475,2230.68,2137.52,45.1946,1000.00,0.00
4911,2019-03-15T08:18:57,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06519,2553096,2202.24,2138.14,0.054538,1000.00,0.00
4910,2019-03-15T07:39:40,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07761,6017014,2272.20,2137.51,44.3753,1000.00,0.00
4909,2019-03-15T07:00:51,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07791,6011655,2235.66,2137.5,43.7636,1000.00,0.00
4908,2019-03-15T06:22:35,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.05943,6220903,3026.04,2137.51,43.3788,1000.00,0.00
4907,2019-03-15T05:31:11,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06808,6044478,2557.86,2137.53,45.6094,1000.00,0.00
4906,2019-03-15T04:47:32,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06862,6209673,2612.16,2137.49,45.7929,1000.00,0.00
4905,2019-03-15T04:03:02,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07399,6315841,2483.88,2137.47,45.2072,1000.00,0.00
4904,2019-03-15T03:20:43,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07705,6111865,2297.22,2137.68,45.4749,1000.00,0.00
4903,2019-03-15T02:41:22,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07055,6276226,2566.38,2137.52,43.2529,1000.00,0.00
4902,2019-03-15T01:57:37,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07418,6027396,2340.06,2137.5,43.7365,1000.00,0.00
4901,2019-03-15T01:17:38,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07795,6111163,2284.86,2137.48,45.3073,1000.00,0.00
4900,2019-03-15T00:39:02,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07552,6374506,2445.42,2137.5,45.3787,1000.00,0.00
4899,2019-03-14T23:56:47,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07239,6011962,2405.76,2137.51,44.9596,1000.00,0.00
4898,2019-03-14T23:15:48,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06707,5999651,2569.38,2137.48,45.2639,1000.00,0.00
4897,2019-03-14T22:32:05,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07589,5995870,2287.44,2138.14,0.0561236,1000.00,0.00
4896,2019-03-14T21:53:16,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07367,6018153,2361.48,2137.53,44.9751,1000.00,0.00
4895,2019-03-14T21:12:24,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07423,5974556,2326.38,2137.49,42.9611,1000.00,0.00
4894,2019-03-14T20:32:46,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06607,5958272,2599.32,2137.51,44.8703,1000.00,0.00
4893,2019-03-14T19:48:26,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06922,6162137,2571.78,2137.5,45.0874,1000.00,0.00
4892,2019-03-14T18:54:24,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07035,3729640,1529.34,2138.14,0.0562687,1000.00,0.00
4891,2019-03-14T16:50:22,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06626,2685756,1355.34,2138.14,0.0560078,1000.00,0.00
4890,2019-03-14T15:49:30,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07522,2657393,1240.14,2138.14,0.0559806,1000.00,0.00
4889,2019-03-14T15:27:58,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07569,6004948,2325.78,2137.59,45.084,1000.00,0.00
4888,2019-03-14T14:47:12,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=15000 ps4=1 ps5=1500 ps6=1 ps7=ps8=0.",1.00000,32839,63.72,2137.57,45.2927,1000.00,0.00
4887,2019-03-14T14:44:16,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06825,4206160,1826.94,2137.75,0.0559534,1000.00,0.00
4886,2019-03-14T14:10:21,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07821,997635,376.74,2138.14,0.0558487,1000.00,0.00
4882,2019-03-14T11:27:38,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07291,6044643,2387.40,2137.56,45.8285,1000.00,0.00
4881,2019-03-14T10:46:38,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.05854,6006146,2941.80,2137.53,44.1048,1000.00,0.00
4880,2019-03-14T09:56:34,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06888,6005906,2522.04,2137.54,43.5534,1000.00,0.00
4879,2019-03-14T09:13:34,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06580,6058967,2682.54,2137.55,46.2806,1000.00,0.00
4878,2019-03-14T08:27:50,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06764,6000126,2550.24,2137.55,43.9659,1000.00,0.00
4877,2019-03-14T07:44:18,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06216,6164987,2857.44,2137.88,5.60016,1000.00,0.00
4876,2019-03-14T06:55:35,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0. Run after beam",0.06836,7389876,3114.24,2137.55,41.5962,1000.00,0.00
4875,2019-03-14T05:52:34,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07263,754457,544.68,2138.14,0.055941,1000.00,0.00
4874,2019-03-14T05:41:13,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07603,6155426,2337.72,2137.51,43.986,1000.00,0.00
4873,2019-03-14T05:01:14,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.07543,6138791,2355.18,2137.52,43.7219,1000.00,0.00
4872,2019-03-14T04:21:09,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0.",0.06815,6981122,2945.94,2137.55,44.113,1000.00,0.00
4871,2019-03-14T03:31:00,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0. Run after beam",0.07687,6142197,2390.52,2137.73,1.92321,1000.00,0.00
4870,2019-03-14T02:00:34,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07414,5039140,2103.66,2138.14,0.0558726,1000.00,0.00
4869,2019-03-14T01:24:26,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06983,6043120,2561.22,2137.54,44.0442,1000.00,0.00
4868,2019-03-14T00:40:25,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06777,6623097,2826.24,2137.73,43.1175,1000.00,0.00
4867,2019-03-13T23:52:19,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.08137,6974821,2507.64,2137.61,16.5125,1000.00,0.00
4866,2019-03-13T23:09:10,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06944,6128973,2574.24,2137.51,44.1805,1000.00,0.00
4865,2019-03-13T22:25:23,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06623,6210132,2762.76,2137.5,43.4513,1000.00,0.00
4864,2019-03-13T21:38:32,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07510,6119302,2370.00,2137.42,43.7865,1000.00,0.00
4863,2019-03-13T20:57:54,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.05562,6310641,3332.52,2137.55,42.9648,1000.00,0.00
4862,2019-03-13T20:01:16,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.03972,6214404,4454.88,2137.81,41.9864,1000.00,0.00
4861,2019-03-13T18:45:55,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07497,6110261,2359.44,2137.53,43.9652,1000.00,0.00
4860,2019-03-13T18:05:38,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07487,6209540,2408.82,2137.52,44.536,1000.00,0.00
4859,2019-03-13T17:24:34,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07522,6210672,2393.22,2137.52,43.184,1000.00,0.00
4858,2019-03-13T16:43:41,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07615,6506458,2467.98,2137.58,41.7763,1000.00,0.00
4857,2019-03-13T16:01:22,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07261,6255839,2479.80,2137.54,44.2104,1000.00,0.00
4856,2019-03-13T15:18:38,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07285,6319322,2524.32,2137.57,45.5571,1000.00,0.00
4855,2019-03-13T14:35:50,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06998,6070398,2531.82,2137.52,45.6,1000.00,0.00
4854,2019-03-13T13:51:56,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07624,6421874,2490.06,2137.5,44.1609,1000.00,0.00
4853,2019-03-13T13:09:46,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07632,6090663,2313.96,2137.52,43.67,1000.00,0.00
4852,2019-03-13T12:25:34,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07011,6187818,2544.18,2137.46,43.4735,1000.00,0.00
4851,2019-03-13T11:41:32,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07339,6343620,2613.48,2137.5,44.2249,1000.00,0.00
4850,2019-03-13T10:55:00,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07197,6112956,2466.96,2137.49,43.7426,1000.00,0.00
